지역,기준일,전일대비 확진자수, 격리 해제수
대구,2020-08-30,30,6756
부산,2020-08-30,6,204
서울,2020-08-30,116,1888
검역,2020-08-29,5,1265
제주,2020-08-29,1,26
경남,2020-08-29,12,166
경북,2020-08-29,1,1356
전남,2020-08-29,9,40
전북,2020-08-29,0,41
충남,2020-08-29,8,204
충북,2020-08-29,6,81
강원,2020-08-29,0,78
경기,2020-08-29,104,1778
세종,2020-08-29,0,51
울산,2020-08-29,0,63
대전,2020-08-29,4,165
광주,2020-08-29,16,220
인천,2020-08-29,20,396
대구,2020-08-29,6,6755
부산,2020-08-29,6,193
서울,2020-08-29,125,1887
검역,2020-08-28,8,1262
제주,2020-08-28,2,25
경남,2020-08-28,4,166
경북,2020-08-28,1,1356
전남,2020-08-28,12,40
전북,2020-08-28,2,41
충남,2020-08-28,9,201
충북,2020-08-28,5,81
강원,2020-08-28,3,78
경기,2020-08-28,113,1706
세종,2020-08-28,2,50
울산,2020-08-28,1,61
대전,2020-08-28,3,164
광주,2020-08-28,17,220
인천,2020-08-28,27,392
대구,2020-08-28,8,6755
부산,2020-08-28,8,191
서울,2020-08-28,146,1762
검역,2020-08-27,3,1255
제주,2020-08-27,1,25
경남,2020-08-27,8,166
경북,2020-08-27,4,1356
전남,2020-08-27,13,39
전북,2020-08-27,2,39
충남,2020-08-27,15,201
충북,2020-08-27,1,80
강원,2020-08-27,14,78
경기,2020-08-27,102,1670
세종,2020-08-27,0,50
울산,2020-08-27,2,61
대전,2020-08-27,3,164
광주,2020-08-27,39,218
인천,2020-08-27,59,386
대구,2020-08-27,13,6755
부산,2020-08-27,8,185
서울,2020-08-27,154,1733
검역,2020-08-26,3,1249
제주,2020-08-26,2,25
경남,2020-08-26,5,166
경북,2020-08-26,0,1356
전남,2020-08-26,13,39
전북,2020-08-26,7,39
충남,2020-08-26,12,200
충북,2020-08-26,0,79
강원,2020-08-26,18,77
경기,2020-08-26,98,1629
세종,2020-08-26,0,50
울산,2020-08-26,2,60
대전,2020-08-26,7,164
광주,2020-08-26,7,216
인천,2020-08-26,27,385
대구,2020-08-26,3,6755
부산,2020-08-26,4,180
서울,2020-08-26,112,1699
검역,2020-08-25,3,1243
제주,2020-08-25,3,25
경남,2020-08-25,2,166
경북,2020-08-25,1,1355
전남,2020-08-25,1,39
전북,2020-08-25,4,39
충남,2020-08-25,9,197
충북,2020-08-25,2,79
강원,2020-08-25,8,74
경기,2020-08-25,72,1598
세종,2020-08-25,3,50
울산,2020-08-25,0,59
대전,2020-08-25,11,164
광주,2020-08-25,4,214
인천,2020-08-25,15,385
대구,2020-08-25,5,6755
부산,2020-08-25,3,173
서울,2020-08-25,134,1671
검역,2020-08-24,4,1230
제주,2020-08-24,0,25
경남,2020-08-24,1,166
경북,2020-08-24,6,1355
전남,2020-08-24,7,39
전북,2020-08-24,4,39
충남,2020-08-24,8,196
충북,2020-08-24,10,79
강원,2020-08-24,6,74
경기,2020-08-24,85,1579
세종,2020-08-24,3,50
울산,2020-08-24,1,58
대전,2020-08-24,10,164
광주,2020-08-24,1,214
인천,2020-08-24,20,385
대구,2020-08-24,0,6754
부산,2020-08-24,3,173
서울,2020-08-24,97,1639
검역,2020-08-23,4,1228
제주,2020-08-23,0,25
경남,2020-08-23,9,166
경북,2020-08-23,2,1355
전남,2020-08-23,14,39
전북,2020-08-23,0,38
충남,2020-08-23,10,195
충북,2020-08-23,3,79
강원,2020-08-23,15,74
경기,2020-08-23,125,1567
세종,2020-08-23,0,50
울산,2020-08-23,3,58
대전,2020-08-23,15,164
광주,2020-08-23,17,212
인천,2020-08-23,32,385
대구,2020-08-23,6,6753
부산,2020-08-23,2,173
서울,2020-08-23,140,1639
검역,2020-08-22,4,1227
제주,2020-08-22,2,25
경남,2020-08-22,9,165
경북,2020-08-22,4,1354
전남,2020-08-22,7,38
전북,2020-08-22,4,38
충남,2020-08-22,7,192
충북,2020-08-22,2,78
강원,2020-08-22,16,74
경기,2020-08-22,95,1550
세종,2020-08-22,1,50
울산,2020-08-22,3,58
대전,2020-08-22,5,164
광주,2020-08-22,11,208
인천,2020-08-22,22,384
대구,2020-08-22,9,6753
부산,2020-08-22,3,172
서울,2020-08-22,128,1639
검역,2020-08-21,3,1225
제주,2020-08-21,0,24
경남,2020-08-21,4,165
경북,2020-08-21,6,1354
전남,2020-08-21,6,35
전북,2020-08-21,5,38
충남,2020-08-21,13,192
충북,2020-08-21,3,78
강원,2020-08-21,9,74
경기,2020-08-21,103,1533
세종,2020-08-21,3,50
울산,2020-08-21,1,57
대전,2020-08-21,7,164
광주,2020-08-21,5,207
인천,2020-08-21,18,383
대구,2020-08-21,4,6752
부산,2020-08-21,8,167
서울,2020-08-21,126,1622
검역,2020-08-20,2,1207
제주,2020-08-20,0,24
경남,2020-08-20,3,165
경북,2020-08-20,5,1354
전남,2020-08-20,3,35
전북,2020-08-20,6,38
충남,2020-08-20,5,191
충북,2020-08-20,1,78
강원,2020-08-20,5,74
경기,2020-08-20,85,1518
세종,2020-08-20,1,50
울산,2020-08-20,0,57
대전,2020-08-20,8,164
광주,2020-08-20,1,207
인천,2020-08-20,10,382
대구,2020-08-20,3,6752
부산,2020-08-20,15,166
서울,2020-08-20,135,1601
검역,2020-08-19,2,1195
제주,2020-08-19,0,24
경남,2020-08-19,1,165
경북,2020-08-19,3,1353
전남,2020-08-19,2,32
전북,2020-08-19,1,38
충남,2020-08-19,3,191
충북,2020-08-19,2,77
강원,2020-08-19,6,74
경기,2020-08-19,99,1502
세종,2020-08-19,2,50
울산,2020-08-19,0,56
대전,2020-08-19,0,164
광주,2020-08-19,6,200
인천,2020-08-19,8,381
대구,2020-08-19,2,6752
부산,2020-08-19,9,164
서울,2020-08-19,151,1588
검역,2020-08-18,6,1166
제주,2020-08-18,0,23
경남,2020-08-18,0,163
경북,2020-08-18,3,1351
전남,2020-08-18,0,32
전북,2020-08-18,7,38
충남,2020-08-18,5,191
충북,2020-08-18,1,73
강원,2020-08-18,2,72
경기,2020-08-18,52,1488
세종,2020-08-18,0,50
울산,2020-08-18,3,56
대전,2020-08-18,0,164
광주,2020-08-18,4,198
인천,2020-08-18,18,381
대구,2020-08-18,6,6752
부산,2020-08-18,7,163
서울,2020-08-18,132,1573
검역,2020-08-17,2,1162
제주,2020-08-17,0,23
경남,2020-08-17,0,161
경북,2020-08-17,2,1348
전남,2020-08-17,0,32
전북,2020-08-17,1,38
충남,2020-08-17,4,191
충북,2020-08-17,3,73
강원,2020-08-17,1,72
경기,2020-08-17,70,1485
세종,2020-08-17,0,50
울산,2020-08-17,0,56
대전,2020-08-17,2,164
광주,2020-08-17,7,197
인천,2020-08-17,7,380
대구,2020-08-17,1,6752
부산,2020-08-17,7,162
서울,2020-08-17,90,1571
검역,2020-08-16,0,1158
제주,2020-08-16,0,23
경남,2020-08-16,2,159
경북,2020-08-16,0,1346
전남,2020-08-16,0,32
전북,2020-08-16,0,38
충남,2020-08-16,5,189
충북,2020-08-16,1,73
강원,2020-08-16,0,72
경기,2020-08-16,98,1483
세종,2020-08-16,0,50
울산,2020-08-16,3,56
대전,2020-08-16,0,164
광주,2020-08-16,7,194
인천,2020-08-16,9,380
대구,2020-08-16,1,6751
부산,2020-08-16,7,162
서울,2020-08-16,146,1571
검역,2020-08-15,2,1158
제주,2020-08-15,0,23
경남,2020-08-15,1,159
경북,2020-08-15,0,1346
전남,2020-08-15,0,32
전북,2020-08-15,1,38
충남,2020-08-15,2,189
충북,2020-08-15,0,73
강원,2020-08-15,3,72
경기,2020-08-15,72,1483
세종,2020-08-15,0,50
울산,2020-08-15,0,56
대전,2020-08-15,1,164
광주,2020-08-15,1,194
인천,2020-08-15,6,380
대구,2020-08-15,0,6751
부산,2020-08-15,3,162
서울,2020-08-15,74,1571
검역,2020-08-14,7,1144
제주,2020-08-14,0,22
경남,2020-08-14,0,159
경북,2020-08-14,1,1346
전남,2020-08-14,0,31
전북,2020-08-14,0,37
충남,2020-08-14,3,189
충북,2020-08-14,0,73
강원,2020-08-14,1,70
경기,2020-08-14,47,1479
세종,2020-08-14,0,50
울산,2020-08-14,1,56
대전,2020-08-14,0,164
광주,2020-08-14,2,191
인천,2020-08-14,4,379
대구,2020-08-14,0,6749
부산,2020-08-14,5,160
서울,2020-08-14,32,1564
검역,2020-08-13,3,1133
제주,2020-08-13,0,22
경남,2020-08-13,1,157
경북,2020-08-13,0,1346
전남,2020-08-13,0,31
전북,2020-08-13,2,37
충남,2020-08-13,1,189
충북,2020-08-13,0,73
강원,2020-08-13,0,70
경기,2020-08-13,17,1463
세종,2020-08-13,0,50
울산,2020-08-13,1,56
대전,2020-08-13,0,164
광주,2020-08-13,2,187
인천,2020-08-13,0,374
대구,2020-08-13,1,6749
부산,2020-08-13,2,160
서울,2020-08-13,26,1556
검역,2020-08-12,8,1123
제주,2020-08-12,0,22
경남,2020-08-12,0,157
경북,2020-08-12,0,1345
전남,2020-08-12,0,29
전북,2020-08-12,0,37
충남,2020-08-12,1,189
충북,2020-08-12,0,71
강원,2020-08-12,0,68
경기,2020-08-12,19,1458
세종,2020-08-12,0,50
울산,2020-08-12,0,56
대전,2020-08-12,1,164
광주,2020-08-12,6,186
인천,2020-08-12,0,374
대구,2020-08-12,0,6748
부산,2020-08-12,4,160
서울,2020-08-12,15,1549
검역,2020-08-11,3,1111
제주,2020-08-11,0,22
경남,2020-08-11,0,157
경북,2020-08-11,0,1345
전남,2020-08-11,0,29
전북,2020-08-11,1,37
충남,2020-08-11,2,189
충북,2020-08-11,0,71
강원,2020-08-11,0,68
경기,2020-08-11,13,1439
세종,2020-08-11,0,50
울산,2020-08-11,0,56
대전,2020-08-11,0,164
광주,2020-08-11,0,180
인천,2020-08-11,0,371
대구,2020-08-11,0,6748
부산,2020-08-11,9,158
서울,2020-08-11,6,1534
검역,2020-08-10,6,1075
제주,2020-08-10,0,22
경남,2020-08-10,0,157
경북,2020-08-10,1,1342
전남,2020-08-10,1,27
전북,2020-08-10,0,37
충남,2020-08-10,0,188
충북,2020-08-10,0,71
강원,2020-08-10,0,68
경기,2020-08-10,6,1435
세종,2020-08-10,0,50
울산,2020-08-10,0,56
대전,2020-08-10,0,162
광주,2020-08-10,0,176
인천,2020-08-10,0,371
대구,2020-08-10,0,6748
부산,2020-08-10,1,157
서울,2020-08-10,13,1516
검역,2020-08-09,1,1070
제주,2020-08-09,0,22
경남,2020-08-09,0,157
경북,2020-08-09,0,1342
전남,2020-08-09,0,26
전북,2020-08-09,0,37
충남,2020-08-09,1,188
충북,2020-08-09,1,71
강원,2020-08-09,0,68
경기,2020-08-09,15,1432
세종,2020-08-09,0,50
울산,2020-08-09,1,56
대전,2020-08-09,0,162
광주,2020-08-09,2,173
인천,2020-08-09,1,371
대구,2020-08-09,1,6748
부산,2020-08-09,0,154
서울,2020-08-09,13,1515
검역,2020-08-08,5,1064
제주,2020-08-08,0,21
경남,2020-08-08,0,157
경북,2020-08-08,0,1342
전남,2020-08-08,0,26
전북,2020-08-08,0,37
충남,2020-08-08,0,188
충북,2020-08-08,0,71
강원,2020-08-08,0,68
경기,2020-08-08,18,1428
세종,2020-08-08,0,50
울산,2020-08-08,0,56
대전,2020-08-08,0,162
광주,2020-08-08,0,171
인천,2020-08-08,2,372
대구,2020-08-08,1,6748
부산,2020-08-08,0,154
서울,2020-08-08,17,1514
검역,2020-08-07,5,1021
제주,2020-08-07,0,21
경남,2020-08-07,0,156
경북,2020-08-07,1,1342
전남,2020-08-07,0,25
전북,2020-08-07,0,37
충남,2020-08-07,0,187
충북,2020-08-07,0,71
강원,2020-08-07,0,68
경기,2020-08-07,5,1409
세종,2020-08-07,0,50
울산,2020-08-07,0,56
대전,2020-08-07,0,161
광주,2020-08-07,0,168
인천,2020-08-07,0,368
대구,2020-08-07,0,6747
부산,2020-08-07,0,154
서울,2020-08-07,9,1502
검역,2020-08-06,6,1013
제주,2020-08-06,0,21
경남,2020-08-06,1,156
경북,2020-08-06,4,1341
전남,2020-08-06,2,25
전북,2020-08-06,0,36
충남,2020-08-06,2,187
충북,2020-08-06,1,71
강원,2020-08-06,2,68
경기,2020-08-06,13,1397
세종,2020-08-06,0,50
울산,2020-08-06,0,56
대전,2020-08-06,0,160
광주,2020-08-06,0,164
인천,2020-08-06,0,368
대구,2020-08-06,0,6746
부산,2020-08-06,3,154
서울,2020-08-06,9,1488
검역,2020-08-05,6,984
제주,2020-08-05,0,21
경남,2020-08-05,4,155
경북,2020-08-05,0,1341
전남,2020-08-05,0,25
전북,2020-08-05,0,36
충남,2020-08-05,0,185
충북,2020-08-05,6,70
강원,2020-08-05,1,68
경기,2020-08-05,7,1358
세종,2020-08-05,0,50
울산,2020-08-05,0,56
대전,2020-08-05,0,160
광주,2020-08-05,1,156
인천,2020-08-05,1,366
대구,2020-08-05,1,6746
부산,2020-08-05,0,154
서울,2020-08-05,6,1475
검역,2020-08-04,7,958
제주,2020-08-04,0,21
경남,2020-08-04,0,155
경북,2020-08-04,1,1341
전남,2020-08-04,1,24
전북,2020-08-04,0,35
충남,2020-08-04,0,185
충북,2020-08-04,1,70
강원,2020-08-04,0,67
경기,2020-08-04,11,1352
세종,2020-08-04,0,50
울산,2020-08-04,0,54
대전,2020-08-04,0,160
광주,2020-08-04,2,151
인천,2020-08-04,1,366
대구,2020-08-04,0,6746
부산,2020-08-04,1,154
서울,2020-08-04,9,1463
검역,2020-08-03,14,920
제주,2020-08-03,0,21
경남,2020-08-03,2,153
경북,2020-08-03,1,1339
전남,2020-08-03,0,24
전북,2020-08-03,0,35
충남,2020-08-03,0,185
충북,2020-08-03,0,70
강원,2020-08-03,0,67
경기,2020-08-03,1,1342
세종,2020-08-03,0,50
울산,2020-08-03,0,54
대전,2020-08-03,0,160
광주,2020-08-03,0,146
인천,2020-08-03,0,366
대구,2020-08-03,0,6745
부산,2020-08-03,0,154
서울,2020-08-03,5,1449
검역,2020-08-02,17,912
제주,2020-08-02,0,21
경남,2020-08-02,0,153
경북,2020-08-02,1,1339
전남,2020-08-02,0,24
전북,2020-08-02,0,34
충남,2020-08-02,0,185
충북,2020-08-02,0,70
강원,2020-08-02,0,67
경기,2020-08-02,3,1341
세종,2020-08-02,0,50
울산,2020-08-02,0,54
대전,2020-08-02,0,159
광주,2020-08-02,1,143
인천,2020-08-02,0,366
대구,2020-08-02,2,6745
부산,2020-08-02,1,154
서울,2020-08-02,5,1442
검역,2020-08-01,19,906
제주,2020-08-01,0,21
경남,2020-08-01,0,149
경북,2020-08-01,1,1339
전남,2020-08-01,0,24
전북,2020-08-01,0,33
충남,2020-08-01,0,185
충북,2020-08-01,0,70
강원,2020-08-01,0,67
경기,2020-08-01,7,1336
세종,2020-08-01,0,50
울산,2020-08-01,0,53
대전,2020-08-01,0,159
광주,2020-08-01,0,142
인천,2020-08-01,1,366
대구,2020-08-01,0,6745
부산,2020-08-01,1,154
서울,2020-08-01,2,1434
검역,2020-07-31,12,886
제주,2020-07-31,0,21
경남,2020-07-31,0,149
경북,2020-07-31,2,1339
전남,2020-07-31,0,24
전북,2020-07-31,0,33
충남,2020-07-31,1,185
충북,2020-07-31,0,70
강원,2020-07-31,2,67
경기,2020-07-31,10,1327
세종,2020-07-31,0,50
울산,2020-07-31,0,53
대전,2020-07-31,0,157
광주,2020-07-31,0,135
인천,2020-07-31,0,366
대구,2020-07-31,1,6743
부산,2020-07-31,0,154
서울,2020-07-31,8,1424
검역,2020-07-30,8,863
제주,2020-07-30,0,21
경남,2020-07-30,1,148
경북,2020-07-30,1,1339
전남,2020-07-30,0,24
전북,2020-07-30,0,32
충남,2020-07-30,0,184
충북,2020-07-30,0,70
강원,2020-07-30,0,65
경기,2020-07-30,5,1321
세종,2020-07-30,0,50
울산,2020-07-30,0,53
대전,2020-07-30,0,157
광주,2020-07-30,0,133
인천,2020-07-30,0,361
대구,2020-07-30,0,6741
부산,2020-07-30,0,153
서울,2020-07-30,3,1417
검역,2020-07-29,21,830
제주,2020-07-29,0,21
경남,2020-07-29,0,148
경북,2020-07-29,1,1339
전남,2020-07-29,0,24
전북,2020-07-29,0,31
충남,2020-07-29,0,183
충북,2020-07-29,0,69
강원,2020-07-29,0,65
경기,2020-07-29,11,1312
세종,2020-07-29,0,50
울산,2020-07-29,1,53
대전,2020-07-29,0,153
광주,2020-07-29,1,132
인천,2020-07-29,3,359
대구,2020-07-29,0,6739
부산,2020-07-29,1,151
서울,2020-07-29,9,1410
검역,2020-07-28,10,815
제주,2020-07-28,0,19
경남,2020-07-28,0,148
경북,2020-07-28,1,1339
전남,2020-07-28,2,24
전북,2020-07-28,0,31
충남,2020-07-28,1,183
충북,2020-07-28,0,67
강원,2020-07-28,0,64
경기,2020-07-28,6,1291
세종,2020-07-28,0,50
울산,2020-07-28,0,53
대전,2020-07-28,0,151
광주,2020-07-28,0,127
인천,2020-07-28,0,357
대구,2020-07-28,0,6737
부산,2020-07-28,2,151
서울,2020-07-28,6,1400
검역,2020-07-27,7,749
제주,2020-07-27,0,19
경남,2020-07-27,0,146
경북,2020-07-27,0,1339
전남,2020-07-27,0,24
전북,2020-07-27,0,30
충남,2020-07-27,1,183
충북,2020-07-27,1,67
강원,2020-07-27,0,64
경기,2020-07-27,6,1285
세종,2020-07-27,0,50
울산,2020-07-27,0,53
대전,2020-07-27,0,149
광주,2020-07-27,0,123
인천,2020-07-27,0,357
대구,2020-07-27,0,6732
부산,2020-07-27,1,151
서울,2020-07-27,9,1384
검역,2020-07-26,42,746
제주,2020-07-26,0,19
경남,2020-07-26,0,146
경북,2020-07-26,0,1339
전남,2020-07-26,0,24
전북,2020-07-26,0,30
충남,2020-07-26,0,182
충북,2020-07-26,0,67
강원,2020-07-26,0,64
경기,2020-07-26,7,1277
세종,2020-07-26,0,50
울산,2020-07-26,0,53
대전,2020-07-26,0,148
광주,2020-07-26,1,122
인천,2020-07-26,0,357
대구,2020-07-26,0,6732
부산,2020-07-26,1,151
서울,2020-07-26,7,1383
검역,2020-07-25,81,743
제주,2020-07-25,0,19
경남,2020-07-25,0,145
경북,2020-07-25,0,1339
전남,2020-07-25,1,24
전북,2020-07-25,0,30
충남,2020-07-25,0,182
충북,2020-07-25,0,67
강원,2020-07-25,0,62
경기,2020-07-25,14,1266
세종,2020-07-25,0,50
울산,2020-07-25,1,53
대전,2020-07-25,0,146
광주,2020-07-25,0,119
인천,2020-07-25,0,357
대구,2020-07-25,0,6732
부산,2020-07-25,5,151
서울,2020-07-25,11,1381
검역,2020-07-24,3,733
제주,2020-07-24,0,18
경남,2020-07-24,2,145
경북,2020-07-24,1,1338
전남,2020-07-24,0,24
전북,2020-07-24,0,27
충남,2020-07-24,0,182
충북,2020-07-24,0,67
강원,2020-07-24,0,60
경기,2020-07-24,8,1260
세종,2020-07-24,0,50
울산,2020-07-24,0,53
대전,2020-07-24,0,142
광주,2020-07-24,2,115
인천,2020-07-24,0,355
대구,2020-07-24,2,6730
부산,2020-07-24,2,150
서울,2020-07-24,21,1368
검역,2020-07-23,5,706
제주,2020-07-23,0,18
경남,2020-07-23,0,144
경북,2020-07-23,0,1338
전남,2020-07-23,0,23
전북,2020-07-23,0,27
충남,2020-07-23,0,179
충북,2020-07-23,0,67
강원,2020-07-23,0,59
경기,2020-07-23,28,1250
세종,2020-07-23,0,50
울산,2020-07-23,0,53
대전,2020-07-23,0,139
광주,2020-07-23,9,112
인천,2020-07-23,3,352
대구,2020-07-23,0,6730
부산,2020-07-23,2,150
서울,2020-07-23,12,1361
검역,2020-07-22,19,698
제주,2020-07-22,0,18
경남,2020-07-22,1,142
경북,2020-07-22,0,1338
전남,2020-07-22,0,21
전북,2020-07-22,0,27
충남,2020-07-22,1,179
충북,2020-07-22,1,66
강원,2020-07-22,0,59
경기,2020-07-22,15,1237
세종,2020-07-22,0,50
울산,2020-07-22,0,53
대전,2020-07-22,0,135
광주,2020-07-22,4,101
인천,2020-07-22,5,349
대구,2020-07-22,1,6730
부산,2020-07-22,0,149
서울,2020-07-22,16,1346
검역,2020-07-21,18,690
제주,2020-07-21,1,18
경남,2020-07-21,0,142
경북,2020-07-21,1,1336
전남,2020-07-21,0,21
전북,2020-07-21,0,24
충남,2020-07-21,0,174
충북,2020-07-21,0,66
강원,2020-07-21,0,58
경기,2020-07-21,2,1227
세종,2020-07-21,0,50
울산,2020-07-21,0,53
대전,2020-07-21,0,122
광주,2020-07-21,0,94
인천,2020-07-21,0,349
대구,2020-07-21,2,6730
부산,2020-07-21,0,149
서울,2020-07-21,21,1340
검역,2020-07-20,10,676
제주,2020-07-20,0,18
경남,2020-07-20,2,139
경북,2020-07-20,1,1336
전남,2020-07-20,2,21
전북,2020-07-20,1,24
충남,2020-07-20,1,170
충북,2020-07-20,0,64
강원,2020-07-20,0,58
경기,2020-07-20,1,1216
세종,2020-07-20,0,50
울산,2020-07-20,0,53
대전,2020-07-20,0,111
광주,2020-07-20,1,89
인천,2020-07-20,2,348
대구,2020-07-20,2,6728
부산,2020-07-20,0,149
서울,2020-07-20,3,1322
검역,2020-07-19,7,676
제주,2020-07-19,1,18
경남,2020-07-19,0,139
경북,2020-07-19,0,1335
전남,2020-07-19,0,21
전북,2020-07-19,0,24
충남,2020-07-19,0,170
충북,2020-07-19,0,64
강원,2020-07-19,0,58
경기,2020-07-19,4,1209
세종,2020-07-19,0,50
울산,2020-07-19,0,53
대전,2020-07-19,1,111
광주,2020-07-19,10,87
인천,2020-07-19,1,345
대구,2020-07-19,0,6727
부산,2020-07-19,0,149
서울,2020-07-19,10,1320
검역,2020-07-18,12,671
제주,2020-07-18,1,18
경남,2020-07-18,2,134
경북,2020-07-18,0,1335
전남,2020-07-18,1,21
전북,2020-07-18,0,24
충남,2020-07-18,0,170
충북,2020-07-18,0,64
강원,2020-07-18,0,58
경기,2020-07-18,10,1201
세종,2020-07-18,0,50
울산,2020-07-18,1,53
대전,2020-07-18,0,108
광주,2020-07-18,0,77
인천,2020-07-18,2,342
대구,2020-07-18,3,6726
부산,2020-07-18,1,149
서울,2020-07-18,6,1318
검역,2020-07-17,25,665
제주,2020-07-17,3,18
경남,2020-07-17,2,134
경북,2020-07-17,0,1335
전남,2020-07-17,0,21
전북,2020-07-17,0,24
충남,2020-07-17,0,169
충북,2020-07-17,0,64
강원,2020-07-17,0,58
경기,2020-07-17,15,1185
세종,2020-07-17,0,50
울산,2020-07-17,0,53
대전,2020-07-17,1,99
광주,2020-07-17,5,71
인천,2020-07-17,0,341
대구,2020-07-17,0,6725
부산,2020-07-17,0,148
서울,2020-07-17,9,1300
검역,2020-07-16,20,658
제주,2020-07-16,0,18
경남,2020-07-16,1,134
경북,2020-07-16,0,1335
전남,2020-07-16,0,20
전북,2020-07-16,0,23
충남,2020-07-16,0,167
충북,2020-07-16,1,63
강원,2020-07-16,3,58
경기,2020-07-16,21,1165
세종,2020-07-16,0,50
울산,2020-07-16,1,53
대전,2020-07-16,1,96
광주,2020-07-16,1,63
인천,2020-07-16,3,336
대구,2020-07-16,2,6723
부산,2020-07-16,0,148
서울,2020-07-16,7,1286
검역,2020-07-15,23,652
제주,2020-07-15,0,18
경남,2020-07-15,0,134
경북,2020-07-15,0,1334
전남,2020-07-15,0,20
전북,2020-07-15,0,23
충남,2020-07-15,0,167
충북,2020-07-15,0,63
강원,2020-07-15,0,58
경기,2020-07-15,5,1149
세종,2020-07-15,0,50
울산,2020-07-15,0,53
대전,2020-07-15,3,91
광주,2020-07-15,1,57
인천,2020-07-15,1,336
대구,2020-07-15,0,6720
부산,2020-07-15,0,148
서울,2020-07-15,6,1275
검역,2020-07-14,12,647
제주,2020-07-14,0,18
경남,2020-07-14,0,134
경북,2020-07-14,0,1333
전남,2020-07-14,0,20
전북,2020-07-14,2,23
충남,2020-07-14,0,165
충북,2020-07-14,1,63
강원,2020-07-14,0,57
경기,2020-07-14,9,1131
세종,2020-07-14,0,50
울산,2020-07-14,0,53
대전,2020-07-14,1,87
광주,2020-07-14,1,54
인천,2020-07-14,0,335
대구,2020-07-14,0,6720
부산,2020-07-14,0,148
서울,2020-07-14,7,1244
검역,2020-07-13,18,643
제주,2020-07-13,0,18
경남,2020-07-13,2,134
경북,2020-07-13,0,1333
전남,2020-07-13,0,20
전북,2020-07-13,0,23
충남,2020-07-13,4,163
충북,2020-07-13,1,63
강원,2020-07-13,2,57
경기,2020-07-13,11,1106
세종,2020-07-13,0,50
울산,2020-07-13,0,53
대전,2020-07-13,0,85
광주,2020-07-13,7,44
인천,2020-07-13,3,332
대구,2020-07-13,1,6715
부산,2020-07-13,0,148
서울,2020-07-13,13,1217
검역,2020-07-12,12,641
제주,2020-07-12,0,18
경남,2020-07-12,1,133
경북,2020-07-12,0,1333
전남,2020-07-12,0,19
전북,2020-07-12,1,22
충남,2020-07-12,0,159
충북,2020-07-12,0,63
강원,2020-07-12,0,57
경기,2020-07-12,17,1103
세종,2020-07-12,0,50
울산,2020-07-12,0,53
대전,2020-07-12,1,85
광주,2020-07-12,5,43
인천,2020-07-12,0,330
대구,2020-07-12,0,6712
부산,2020-07-12,0,148
서울,2020-07-12,7,1209
검역,2020-07-11,8,635
제주,2020-07-11,0,18
경남,2020-07-11,0,133
경북,2020-07-11,0,1333
전남,2020-07-11,0,19
전북,2020-07-11,2,22
충남,2020-07-11,1,159
충북,2020-07-11,0,63
강원,2020-07-11,0,56
경기,2020-07-11,4,1096
세종,2020-07-11,0,50
울산,2020-07-11,0,53
대전,2020-07-11,2,82
광주,2020-07-11,9,40
인천,2020-07-11,1,329
대구,2020-07-11,0,6712
부산,2020-07-11,0,146
서울,2020-07-11,8,1198
검역,2020-07-10,4,622
제주,2020-07-10,0,18
경남,2020-07-10,3,133
경북,2020-07-10,0,1333
전남,2020-07-10,3,19
전북,2020-07-10,0,22
충남,2020-07-10,0,155
충북,2020-07-10,2,63
강원,2020-07-10,0,56
경기,2020-07-10,14,1078
세종,2020-07-10,0,49
울산,2020-07-10,0,53
대전,2020-07-10,7,66
광주,2020-07-10,3,37
인천,2020-07-10,1,323
대구,2020-07-10,0,6710
부산,2020-07-10,0,146
서울,2020-07-10,8,1182
검역,2020-07-09,5,606
제주,2020-07-09,0,18
경남,2020-07-09,2,131
경북,2020-07-09,0,1332
전남,2020-07-09,1,19
전북,2020-07-09,1,22
충남,2020-07-09,1,154
충북,2020-07-09,0,63
강원,2020-07-09,0,56
경기,2020-07-09,8,1071
세종,2020-07-09,0,49
울산,2020-07-09,0,53
대전,2020-07-09,6,61
광주,2020-07-09,15,35
인천,2020-07-09,3,323
대구,2020-07-09,0,6709
부산,2020-07-09,0,146
서울,2020-07-09,8,1171
검역,2020-07-08,11,599
제주,2020-07-08,0,18
경남,2020-07-08,2,129
경북,2020-07-08,0,1330
전남,2020-07-08,1,19
전북,2020-07-08,2,22
충남,2020-07-08,6,153
충북,2020-07-08,0,62
강원,2020-07-08,0,55
경기,2020-07-08,18,1055
세종,2020-07-08,0,49
울산,2020-07-08,0,53
대전,2020-07-08,2,55
광주,2020-07-08,8,35
인천,2020-07-08,1,322
대구,2020-07-08,1,6708
부산,2020-07-08,0,146
서울,2020-07-08,10,1160
검역,2020-07-07,16,592
제주,2020-07-07,0,18
경남,2020-07-07,0,129
경북,2020-07-07,0,1330
전남,2020-07-07,0,19
전북,2020-07-07,1,22
충남,2020-07-07,0,152
충북,2020-07-07,0,62
강원,2020-07-07,0,55
경기,2020-07-07,13,1034
세종,2020-07-07,0,48
울산,2020-07-07,0,53
대전,2020-07-07,2,50
광주,2020-07-07,6,33
인천,2020-07-07,2,319
대구,2020-07-07,1,6708
부산,2020-07-07,0,146
서울,2020-07-07,3,1144
검역,2020-07-06,15,580
제주,2020-07-06,0,18
경남,2020-07-06,1,129
경북,2020-07-06,1,1330
전남,2020-07-06,2,19
